Episode,Total_Reward,Avg_SINR,Avg_Detection_Rate_Episode,Steps,Epsilon
441,490.16343590567914,14.045765,74.07407407407408,27,0.7649700000001083
442,68.0717843566386,14.31345,87.5,8,0.7642100000001086
443,103.7311542254356,21.475924,100.0,6,0.7636400000001089
444,135.60008082775607,18.305927,100.0,5,0.7631650000001091
445,314.8199035832895,13.505112,100.0,13,0.7619300000001097
446,-62.80279504059028,-11.426224,100.0,2,0.7617400000001098
447,108.40888659210957,9.500417,76.92307692307693,13,0.7605050000001103
448,54.886222179554984,11.333333,100.0,3,0.7602200000001105
449,-25.687341476644235,-0.03216235,100.0,3,0.7599350000001106
450,17.91381286988249,7.1157355,100.0,2,0.7597450000001107
451,-41.35770365013825,10.876144,53.84615384615385,13,0.7585100000001113
452,-72.20273775758795,3.6368446,50.0,4,0.7581300000001114
453,480.30011514748406,24.22535,100.0,12,0.756990000000112
454,-45.01314327529388,-25.36585,100.0,1,0.756895000000112
455,-69.82192645229156,-21.126242,0.0,1,0.756800000000112
456,535.4325087383261,21.80999,93.75,16,0.7552800000001128
457,-23.990959389975984,-10.592756,100.0,2,0.7550900000001128
458,34.431736854417835,2.408998,100.0,4,0.754710000000113
459,173.9563763728623,19.850904,100.0,7,0.7540450000001133
460,24.949324639816517,2.4689903,80.0,5,0.7535700000001135
461,-3.8879621268090006,5.81546,100.0,3,0.7532850000001137
462,219.76847592832115,15.744445,81.81818181818183,11,0.7522400000001142
463,7.724944448644422,4.8490458,100.0,4,0.7518600000001143
464,97.04562854457215,9.613929,100.0,5,0.7513850000001145
465,-53.688572694778586,7.7923217,60.0,5,0.7509100000001148
466,279.7841102798466,21.259014,100.0,8,0.7501500000001151
467,-69.0,-26.0,0.0,1,0.7500550000001152
468,-27.413117851136462,-17.449148,100.0,1,0.7499600000001152
469,-60.19949913024902,-20.133,0.0,1,0.7498650000001152
470,-31.636621567020683,2.0,100.0,2,0.7496750000001153
471,166.9012033653164,18.715403,66.66666666666666,12,0.7485350000001159
472,-85.70758508709395,9.406021,20.0,5,0.7480600000001161
473,-69.49393384697433,9.981895,33.33333333333333,6,0.7474900000001163
474,422.3033994318629,16.756899,100.0,14,0.746160000000117
475,500.63734237046936,14.728164,88.0,25,0.743785000000118
476,74.00822562276687,11.062584,80.0,5,0.7433100000001183
477,47.017230693281604,4.3102717,100.0,7,0.7426450000001186
478,137.44741635098848,11.710201,100.0,8,0.7418850000001189
479,-26.078429771481566,-12.5296135,100.0,2,0.741695000000119
480,166.0219625053268,17.595203,85.71428571428571,7,0.7410300000001193
481,124.09097521160308,7.988409,88.88888888888889,9,0.7401750000001197
482,-46.129564703437936,-26.0,100.0,1,0.7400800000001198
483,872.1240957829741,15.813554,100.0,30,0.7372300000001211
484,136.2661771092612,13.20634,100.0,7,0.7365650000001214
485,427.409268497693,13.826874,88.88888888888889,18,0.7348550000001222
486,60.95026160937212,20.669836,62.5,8,0.7340950000001225
487,104.23443355524094,15.348012,100.0,4,0.7337150000001227
488,151.94935072163568,10.337195,83.33333333333334,12,0.7325750000001232
489,130.21293462234672,16.475988,75.0,8,0.7318150000001236
490,-0.9973421872660282,0.5123272,100.0,2,0.7316250000001236
491,-53.21309730895842,-10.231518,0.0,1,0.7315300000001237
492,275.69070379422686,20.602406,75.0,12,0.7303900000001242
493,-18.528770851388813,5.4401197,50.0,2,0.7302000000001243
494,47.12193330937431,10.58272,100.0,3,0.7299150000001244
495,350.6631272602846,24.649767,100.0,9,0.7290600000001248
496,702.8455755262821,16.842789,100.0,22,0.7269700000001258
497,126.40843968486332,11.470097,100.0,6,0.7264000000001261
498,39.90363761811774,7.164328,100.0,5,0.7259250000001263
499,158.16956323994702,11.627448,100.0,11,0.7248800000001268
500,-88.52283239364624,-2.3123589,0.0,3,0.7245950000001269
501,257.64410606906296,19.418148,100.0,8,0.7238350000001272
502,237.6044220121832,20.046099,100.0,7,0.7231700000001275
503,140.6136288599559,16.137844,100.0,5,0.7226950000001278
504,-18.206633175795737,-7.2247896,100.0,2,0.7225050000001279
505,59.84611551851651,13.794007,100.0,3,0.722220000000128
506,-13.551773328986386,9.310513,50.0,2,0.7220300000001281
507,-30.657668673268702,3.1876202,100.0,2,0.7218400000001282
508,-54.89763508731294,-13.266468,100.0,1,0.7217450000001282
509,142.66479211980703,9.007887,100.0,7,0.7210800000001285
510,-62.511448415174776,-14.944257,100.0,1,0.7209850000001286
511,120.07448599967827,14.979435,100.0,6,0.7204150000001288
512,-36.34521092280963,10.724948,100.0,3,0.720130000000129
513,13.43892495298607,9.174826,100.0,3,0.7198450000001291
514,7.0791855514490045,15.123131,50.0,8,0.7190850000001294
515,-67.83213275484864,-18.217175,100.0,1,0.7189900000001295
516,-28.015691334432887,6.9266624,33.33333333333333,3,0.7187050000001296
517,-69.0,-26.0,0.0,1,0.7186100000001296
518,445.3004325825236,16.402594,100.0,15,0.7171850000001303
519,32.495375113293335,6.12503,100.0,3,0.7169000000001304
520,7.729919029401685,6.526921,100.0,3,0.7166150000001306
521,98.73313039545903,15.094931,100.0,4,0.7162350000001307
522,-41.09194127570868,-26.0,100.0,1,0.7161400000001308
523,-63.438323777539196,-16.08338,100.0,1,0.7160450000001308
524,170.88248059906604,15.943756,100.0,6,0.7154750000001311
525,93.77455950290347,6.597773,85.71428571428571,14,0.7141450000001317
526,-57.959117631011004,-13.1376505,0.0,1,0.7140500000001317
527,266.0375399395485,16.211958,100.0,12,0.7129100000001323
528,47.84818830262602,8.842895,100.0,3,0.7126250000001324
529,63.84474499146856,17.009418,57.89473684210527,19,0.7108200000001332
530,-74.00059307927299,-26.0,0.0,1,0.7107250000001333
531,-25.01866631293293,-12.472319,100.0,1,0.7106300000001333
532,65.38129582228423,15.2394,100.0,3,0.7103450000001335
533,-84.99847798577164,13.894492,28.57142857142857,7,0.7096800000001338
534,41.931554653906915,6.0625825,100.0,8,0.7089200000001341
535,8.822346021931466,5.2493315,100.0,2,0.7087300000001342
536,-40.83994623493315,2.6246524,75.0,4,0.7083500000001344
537,-19.989548694514312,-9.4374,100.0,3,0.7080650000001345
538,173.8835102044843,13.233445,100.0,7,0.7074000000001348
539,245.081098614741,22.077507,88.88888888888889,9,0.7065450000001352
540,-74.83615304592972,2.917483,33.33333333333333,3,0.7062600000001353
541,-19.910346764944464,9.802852,66.66666666666666,3,0.7059750000001355
542,19.01829695775547,7.3878546,100.0,2,0.7057850000001356
543,312.3511994464524,14.597794,100.0,13,0.7045500000001361
544,395.16389857604963,15.06121,100.0,14,0.7032200000001367
545,10.873065264774546,3.1647635,100.0,2,0.7030300000001368
546,-82.21956818987286,12.908086,30.0,10,0.7020800000001373
547,376.6365569863947,13.868039,100.0,14,0.7007500000001379
548,-22.689033631718154,-11.084113,100.0,2,0.700560000000138
549,-6.896006826723209,10.601961,50.0,4,0.7001800000001381
550,441.94045367258366,20.556913,100.0,15,0.6987550000001388
551,76.05972156052226,10.99582,80.0,5,0.698280000000139
552,15.661720634790726,8.437433,85.71428571428571,7,0.6976150000001393
553,-43.826892545255774,-26.0,100.0,1,0.6975200000001394
554,486.0964452478361,22.70562,100.0,13,0.6962850000001399
555,-72.23194631995487,-15.745451,50.0,2,0.69609500000014
556,-69.0,-26.0,100.0,1,0.6960000000001401
557,-55.80601437442262,-14.877843,100.0,1,0.6959050000001401
558,-40.512940930562415,-26.0,100.0,1,0.6958100000001401
559,134.41585717047957,9.378297,100.0,7,0.6951450000001405
560,-57.23212176312264,-12.599425,0.0,1,0.6950500000001405
561,40.018014665207915,6.9837403,71.42857142857143,7,0.6943850000001408
562,74.78490841751974,12.291281,100.0,5,0.693910000000141
563,120.95511706230354,16.314396,85.71428571428571,7,0.6932450000001413
564,-41.112733604425244,14.068682,42.857142857142854,7,0.6925800000001416
565,58.16398981811378,11.505992,100.0,4,0.6922000000001418
566,81.00354340410311,13.222384,72.72727272727273,11,0.6911550000001423
567,114.0572048973041,17.735819,80.0,5,0.6906800000001425
568,136.4595552540781,13.402476,100.0,6,0.6901100000001428
569,656.8710246661574,15.454904,92.5925925925926,27,0.687545000000144
570,-36.71471356106239,6.0637655,40.0,5,0.6870700000001442
571,-3.9052049921599803,6.060578,50.0,2,0.6868800000001443
572,-40.95738717893882,-2.0612164,100.0,2,0.6866900000001444
573,-15.729032100913308,-5.7965407,100.0,2,0.6865000000001444
574,1.225816238261288,-1.2458229,100.0,2,0.6863100000001445
575,182.34245159413962,18.493382,77.77777777777779,9,0.6854550000001449
576,318.60520469142176,21.339005,100.0,9,0.6846000000001453
577,-66.24205555637849,7.9893017,75.0,4,0.6842200000001455
578,-42.90297417065574,-23.47496,100.0,1,0.6841250000001455
579,122.4352951698215,14.847165,63.63636363636363,11,0.683080000000146
580,3.329609988832324,-2.4918067,100.0,3,0.6827950000001461
581,50.77278687560867,11.076144,100.0,3,0.6825100000001463
582,-73.59760290937776,-21.77972,100.0,1,0.6824150000001463
583,-27.810831942455636,-15.452448,100.0,1,0.6823200000001464
584,158.01458925934668,11.568708,100.0,7,0.6816550000001467
585,-3.3778085999134646,0.2517972,100.0,2,0.6814650000001468
586,168.82969166694383,16.078768,100.0,6,0.680895000000147
587,35.778466139006014,5.868381,100.0,3,0.6806100000001472
588,-0.47692099848461567,9.635521,75.0,4,0.6802300000001473
589,-128.30423182895987,10.448425,0.0,7,0.6795650000001476
590,-56.641747736135514,13.131975,0.0,4,0.6791850000001478
591,275.8007111349943,21.729992,90.0,10,0.6782350000001482
592,14.685401918703484,5.191656,100.0,2,0.6780450000001483
593,163.51562881937832,14.590897,100.0,8,0.6772850000001487
594,-89.21465867720063,14.611532,28.57142857142857,7,0.676620000000149
595,-40.15227877213013,-23.751926,100.0,1,0.676525000000149
596,108.66416431955778,17.595854,100.0,6,0.6759550000001493
597,123.05233783465675,21.41846,100.0,5,0.6754800000001495
598,484.7365892291499,14.767132,100.0,18,0.6737700000001503
599,331.30290157080844,17.545713,100.0,11,0.6727250000001508
600,2.9578419104420064,0.02499485,100.0,2,0.6725350000001509
601,-92.50817201264405,-7.080258,66.66666666666666,3,0.672250000000151
602,37.63091368683651,4.031473,100.0,4,0.6718700000001512
603,-1.867942684098125,6.258757,66.66666666666666,3,0.6715850000001513
604,-32.56239378105458,-18.609678,100.0,1,0.6714900000001514
605,19.033695962450423,6.6038656,100.0,2,0.6713000000001514
606,-24.626500410598453,-0.37931728,50.0,2,0.6711100000001515
607,103.27490801246178,12.259779,100.0,5,0.6706350000001517
608,-35.76843296398972,8.973846,60.0,5,0.670160000000152
609,98.6548848133774,17.782158,85.71428571428571,7,0.6694950000001523
610,297.0234085713706,23.0,100.0,8,0.6687350000001526
611,95.8797701142761,14.235661,100.0,4,0.6683550000001528
612,137.33431706109283,8.656061,100.0,8,0.6675950000001531
613,23.370172315970223,8.312381,100.0,2,0.6674050000001532
614,-39.71479020597176,-26.0,100.0,1,0.6673100000001533
615,-33.607444763183594,7.1308517,50.0,2,0.6671200000001534
616,55.29298544082014,11.333333,100.0,3,0.6668350000001535
617,-24.490135935447405,3.2477412,50.0,2,0.6666450000001536
618,-40.59188955213128,8.814825,50.0,2,0.6664550000001537
619,-68.4946129322052,6.7783394,33.33333333333333,6,0.6658850000001539
620,-3.2814425820078092,-0.21105385,100.0,2,0.665695000000154
621,416.10957662534935,21.767593,81.25,16,0.6641750000001547
622,129.1692477995202,18.08086,100.0,5,0.6637000000001549
623,219.83779107606608,14.954252,88.88888888888889,9,0.6628450000001553
624,-44.70521301943154,-26.0,100.0,1,0.6627500000001554
625,179.16516383285773,18.272339,85.71428571428571,7,0.6620850000001557
626,579.0712455859485,21.539288,94.11764705882352,17,0.6604700000001564
627,799.7530233767962,23.990326,100.0,20,0.6585700000001573
628,208.9865104984104,18.11799,100.0,7,0.6579050000001576
629,-22.24216741862022,5.085518,75.0,4,0.6575250000001578
630,-41.28486647962029,-26.0,100.0,1,0.6574300000001578
631,18.477362585859808,10.992932,100.0,3,0.657145000000158
632,-42.2409845987107,-26.0,100.0,1,0.657050000000158
633,205.0097706794394,17.245846,100.0,8,0.6562900000001584
634,-55.984586784813985,-11.560141,0.0,1,0.6561950000001584
635,-76.21699626695312,-26.0,100.0,1,0.6561000000001584
636,51.12081747795027,9.489289,100.0,3,0.6558150000001586
637,-68.64652568781335,-20.77161,100.0,1,0.6557200000001586
638,-40.87317495142872,-0.26290774,100.0,4,0.6553400000001588
639,90.4950855843012,16.845966,100.0,4,0.654960000000159
640,5.12758435834364,2.0,100.0,2,0.6547700000001591
641,118.44969482999522,17.030886,80.0,5,0.6542950000001593
642,-51.94968032836914,0.52515984,100.0,2,0.6541050000001594
643,-61.892601013183594,-21.261734,0.0,1,0.6540100000001594
644,72.93380217112227,9.259854,83.33333333333334,6,0.6534400000001597
645,-75.71237985261841,-7.5516405,100.0,2,0.6532500000001598
646,24.3260100295104,12.069324,54.54545454545454,11,0.6522050000001602
647,-28.734870278519068,1.4074168,100.0,2,0.6520150000001603
648,215.46895056002188,19.1748,88.88888888888889,9,0.6511600000001607
649,191.77611129237076,12.223705,100.0,8,0.6504000000001611
650,-67.62248055223323,-16.127071,100.0,1,0.6503050000001611
651,296.9829122470102,21.772865,88.88888888888889,9,0.6494500000001615
652,19.777437158436953,11.8481865,100.0,3,0.6491650000001616
653,-45.61148649626198,-6.986179,100.0,2,0.6489750000001617
654,355.71416258014364,19.552782,100.0,11,0.6479300000001622
655,10.414404813180443,7.464553,50.0,4,0.6475500000001624
656,-68.23832884567516,-20.296824,100.0,1,0.6474550000001624
657,-60.04435158939623,0.98713875,33.33333333333333,3,0.6471700000001626
658,165.79839926574198,19.343977,50.0,22,0.6450800000001635
659,43.320385200261136,14.340739,66.66666666666666,3,0.6447950000001637
660,-43.642446688400355,-26.0,100.0,1,0.6447000000001637
661,286.4962503595403,20.016148,100.0,9,0.6438450000001641
662,-86.56700474328855,-8.286039,50.0,2,0.6436550000001642
663,18.142890795482828,11.60862,100.0,3,0.6433700000001643
664,-55.98241834088334,-11.716595,0.0,1,0.6432750000001644
665,23.30622529064047,14.030314,100.0,3,0.6429900000001645
666,-42.671023531127815,-25.283367,100.0,1,0.6428950000001645
667,-67.4955494891587,0.15904275,80.0,5,0.6424200000001647
668,-61.85119109694529,12.058975,60.0,5,0.641945000000165
669,-35.436474156491656,-0.5376911,100.0,2,0.641755000000165
670,20.52536775893921,1.2981505,100.0,4,0.6413750000001652
671,-24.958977818318857,-15.447208,100.0,1,0.6412800000001653
672,-24.979818037328837,-14.928942,100.0,1,0.6411850000001653
673,-49.17509609090152,-7.0707016,50.0,2,0.6409950000001654
674,18.835734387382985,0.8430392,100.0,3,0.6407100000001655
675,470.6068643433664,22.278439,92.85714285714286,14,0.6393800000001661
676,104.50345699891749,9.410406,66.66666666666666,9,0.6385250000001665
677,-14.759767378384854,5.517617,50.0,2,0.6383350000001666
678,-61.74762133645265,-13.121873,100.0,1,0.6382400000001667
679,162.62631690133395,9.298775,100.0,8,0.637480000000167
680,-32.34779465961973,-2.8393536,100.0,3,0.6371950000001672
681,19.667638979073004,8.725123,66.66666666666666,3,0.6369100000001673
682,22.343245340065824,8.500019,100.0,2,0.6367200000001674
683,486.4712493316444,17.085375,88.88888888888889,18,0.6350100000001682
684,-6.633018713833394,3.0644588,75.0,4,0.6346300000001683
685,170.9923700541161,17.426577,85.71428571428571,7,0.6339650000001686
686,-69.0,-26.0,100.0,1,0.6338700000001687
687,-70.21966422486989,-2.43573,50.0,2,0.6336800000001688
688,4.466036896317789,-2.9489238,100.0,3,0.6333950000001689
689,273.91844980743883,15.244244,90.9090909090909,11,0.6323500000001694
690,183.78311779458704,11.489461,88.88888888888889,9,0.6314950000001698
691,777.2880881035226,18.773489,88.88888888888889,27,0.628930000000171
692,-73.982939179642,-1.0896311,50.0,2,0.628740000000171
693,21.041973902246987,6.370348,100.0,2,0.6285500000001711
694,56.4498811166076,10.975338,100.0,3,0.6282650000001713
695,419.9115659777524,13.562333,90.9090909090909,22,0.6261750000001722
696,-76.03254531497294,-26.0,100.0,1,0.6260800000001723
697,6.755054275466954,3.1611834,100.0,2,0.6258900000001724
698,-75.37218296527863,-9.850394,50.0,2,0.6257000000001725
699,3.6083614295062887,16.224873,42.857142857142854,7,0.6250350000001728
700,423.6588991587243,20.03794,92.85714285714286,14,0.6237050000001734
701,-77.12453960236942,-3.9609835,33.33333333333333,3,0.6234200000001735
702,-23.71736131393102,-14.305825,100.0,1,0.6233250000001735
703,-21.495621955294737,-12.922886,100.0,1,0.6232300000001736
704,-54.966489614134765,-11.971491,100.0,1,0.6231350000001736
705,74.6441330111843,14.425722,60.0,5,0.6226600000001739
706,-20.40406334095546,2.0,50.0,2,0.6224700000001739
707,170.20260138725945,15.57787,87.5,8,0.6217100000001743
708,78.33875492030013,14.935342,66.66666666666666,6,0.6211400000001746
709,-15.570262695803066,4.065505,100.0,2,0.6209500000001746
710,121.8186118194264,10.625488,85.71428571428571,7,0.620285000000175
711,50.65847038140109,7.371035,85.71428571428571,7,0.6196200000001753
712,156.22641041722946,8.042336,91.66666666666666,12,0.6184800000001758
713,53.19769934728399,6.89003,100.0,4,0.618100000000176
714,141.12426292400983,13.82483,100.0,6,0.6175300000001762
715,-36.62558101611313,-22.567055,100.0,1,0.6174350000001763
716,23.695047427883814,7.39156,100.0,2,0.6172450000001763
717,-28.55073436734555,15.6039915,40.0,5,0.6167700000001766
718,17.38803243567554,11.76826,100.0,3,0.6164850000001767
719,64.71968976858503,10.084237,83.33333333333334,6,0.615915000000177
720,99.17665504693963,6.611345,100.0,6,0.6153450000001772
721,-61.41560565861743,-2.9534106,100.0,2,0.6151550000001773
722,-40.997501967522226,-26.0,100.0,1,0.6150600000001774
723,-20.09333161347606,5.90437,50.0,2,0.6148700000001774
724,-40.371200374669996,-17.954754,100.0,2,0.6146800000001775
725,259.2976767356181,14.265691,64.70588235294117,17,0.6130650000001783
726,257.6342895620909,14.595687,100.0,11,0.6120200000001788
727,329.89248998580354,22.439285,100.0,9,0.6111650000001791
728,-24.969197264311816,-7.272539,100.0,2,0.6109750000001792
729,-71.55534576947417,-22.342432,0.0,1,0.6108800000001793
730,-35.70343977876048,4.7282567,100.0,3,0.6105950000001794
731,-72.72633945346696,-26.0,100.0,1,0.6105000000001795
732,-53.63363383323818,1.592598,100.0,2,0.6103100000001795
733,-70.38348908166859,-21.700512,0.0,1,0.6102150000001796
734,333.03007888511763,20.766659,90.9090909090909,11,0.6091700000001801
735,-59.94284895590488,-12.878184,100.0,1,0.6090750000001801
736,-76.13242299691004,-26.0,100.0,1,0.6089800000001802
737,23.62861221346163,14.026512,100.0,3,0.6086950000001803
738,-21.968670225356632,5.0876803,66.66666666666666,3,0.6084100000001804
739,-25.89956289161012,-15.180387,100.0,1,0.6083150000001805
740,-80.5180301712401,-26.0,100.0,1,0.6082200000001805
741,150.67446167961185,15.155215,100.0,6,0.6076500000001808
742,-34.87996142359461,-1.6114414,100.0,2,0.6074600000001809
743,125.98098200188677,17.72331,55.55555555555556,9,0.6066050000001812
744,35.83118192076938,11.053793,100.0,4,0.6062250000001814
745,51.013439520195526,10.886228,100.0,3,0.6059400000001816
746,291.29896735163203,22.456226,100.0,8,0.6051800000001819
747,326.19411793478673,23.32168,100.0,9,0.6043250000001823
748,400.6999413507011,19.05344,85.71428571428571,14,0.6029950000001829
749,-42.99639793984723,-26.0,100.0,1,0.602900000000183
750,53.640793804732375,6.1804085,100.0,4,0.6025200000001831
751,14.908554814610646,4.5000362,75.0,4,0.6021400000001833
752,804.4935237582181,21.350733,100.0,23,0.5999550000001843
753,-87.88987556105478,-9.824063,50.0,2,0.5997650000001844
754,-68.44388976227704,-22.410421,0.0,1,0.5996700000001844
755,-29.934020071467106,-17.608955,100.0,1,0.5995750000001845
756,18.302519235168866,15.231471,33.33333333333333,3,0.5992900000001846
757,69.4158657136519,14.1440735,100.0,3,0.5990050000001848
758,31.235180795292983,6.0785294,100.0,3,0.5987200000001849
759,22.951808567414453,3.6206703,80.0,5,0.5982450000001851
760,209.634464743695,15.088682,100.0,8,0.5974850000001855
761,-2.5132338617271586,-3.6352825,100.0,2,0.5972950000001855
762,106.85384393697686,18.442774,100.0,4,0.5969150000001857
763,73.43365933710845,9.52439,83.33333333333334,6,0.596345000000186
764,65.31940763211342,11.826498,100.0,5,0.5958700000001862
765,22.502463135702484,7.682884,100.0,4,0.5954900000001864
766,-10.376881816907812,0.69905347,66.66666666666666,3,0.5952050000001865
767,21.7240601919033,8.409786,100.0,2,0.5950150000001866
768,98.20734432493667,9.279877,75.0,8,0.5942550000001869
769,135.25708854803773,16.376556,100.0,5,0.5937800000001872
770,12.35136767064445,5.322315,100.0,2,0.5935900000001872
771,115.70302272668363,10.974474,70.0,10,0.5926400000001877
772,601.9786422314891,20.279358,94.44444444444444,18,0.5909300000001885
773,62.27561069884254,18.72644,75.0,4,0.5905500000001886
774,106.03759648813492,16.0,100.0,4,0.5901700000001888
775,-20.365865652274426,0.68405277,100.0,3,0.589885000000189
776,59.6614884489489,14.590205,100.0,3,0.5896000000001891
777,-23.27515915872783,-13.996311,100.0,1,0.5895050000001891
778,-19.56183093722987,2.0,50.0,2,0.5893150000001892
779,6.293692448952612,2.0,100.0,2,0.5891250000001893
780,-44.22623761878275,-26.0,100.0,1,0.5890300000001893
781,-17.885430097154345,-8.078184,100.0,2,0.5888400000001894
782,-57.43306935175015,-12.60859,0.0,1,0.5887450000001895
783,363.53186956341347,19.698908,100.0,11,0.58770000000019
784,-20.79527465525679,2.5360973,100.0,3,0.5874150000001901
785,204.75666800404946,17.14216,100.0,7,0.5867500000001904
786,7.479703520289085,2.2437725,100.0,2,0.5865600000001905
787,122.91108445857702,7.5567408,88.88888888888889,9,0.5857050000001909
788,379.82267458532436,17.75231,100.0,14,0.5843750000001915
789,219.3344004384386,14.306908,100.0,8,0.5836150000001918
790,-64.8151357539217,-18.451075,100.0,1,0.5835200000001919
791,135.3927815201632,16.9756,100.0,6,0.5829500000001921
792,-25.813608642156872,5.4002886,75.0,4,0.5825700000001923
793,-32.61971355993123,1.6742496,100.0,2,0.5823800000001924
794,102.4679788950268,10.990037,85.71428571428571,7,0.5817150000001927
795,61.128596615987654,6.6212707,100.0,6,0.581145000000193
796,162.98451565988768,20.22339,100.0,5,0.5806700000001932
797,17.89948545715329,13.198423,100.0,4,0.5802900000001934
798,245.7811099016649,18.027855,100.0,8,0.5795300000001937
799,-77.27731663769589,-26.0,0.0,1,0.5794350000001938
800,42.28043505823051,8.709431,100.0,3,0.5791500000001939
801,-75.95336661276428,-26.0,100.0,1,0.5790550000001939
802,-81.7977186971836,-26.0,100.0,1,0.578960000000194
803,-70.85410022717193,-18.617676,100.0,1,0.578865000000194
804,226.8195578609572,19.539476,100.0,7,0.5782000000001943
805,942.4798765961007,16.342415,100.0,32,0.5751600000001957
806,44.57537913092065,10.467926,100.0,4,0.5747800000001959
807,-168.4940308339177,4.536116,46.15384615384615,13,0.5735450000001965
808,-3.4723901487148225,9.072811,75.0,4,0.5731650000001967
809,126.17250557929876,19.444073,100.0,4,0.5727850000001968
810,-6.7034674115601405,-4.6369677,100.0,2,0.5725950000001969
811,73.28238522218851,10.179047,100.0,4,0.5722150000001971
812,24.234923471974255,10.365993,41.66666666666667,12,0.5710750000001976
813,190.01190234154026,19.280508,100.0,6,0.5705050000001979
814,209.91667831549648,10.442669,100.0,9,0.5696500000001983
815,12.041959163183442,8.554091,100.0,3,0.5693650000001984
816,46.85221896600763,11.055463,60.0,5,0.5688900000001986
817,555.3702491389992,20.51062,100.0,16,0.5673700000001993
818,446.6424147621333,14.205592,88.88888888888889,18,0.5656600000002001
819,265.8969123952219,22.168446,87.5,8,0.5649000000002005
820,-42.85817614543791,-26.0,100.0,1,0.5648050000002005
821,-80.97288522720336,-3.0149343,66.66666666666666,3,0.5645200000002006
822,-68.1089973449707,-25.405998,0.0,1,0.5644250000002007
823,-123.95210710958159,8.453496,28.57142857142857,7,0.563760000000201
824,127.68635272159474,16.017862,83.33333333333334,6,0.5631900000002013
825,453.39582191378577,20.827827,93.75,16,0.561670000000202
826,114.87326924502818,11.93884,100.0,5,0.5611950000002022
827,47.86381577872713,13.694384,100.0,5,0.5607200000002024
828,178.13800882417289,18.971508,75.0,8,0.5599600000002027
829,57.40785821261302,11.53862,100.0,3,0.5596750000002029
830,132.5837096347449,11.7534275,75.0,8,0.5589150000002032
831,185.83699625597956,15.1254225,100.0,7,0.5582500000002035
832,11.59524154610019,3.0941424,100.0,2,0.5580600000002036
833,38.970608566439765,12.925748,83.33333333333334,6,0.5574900000002039
834,514.455274110124,19.431232,80.0,20,0.5555900000002048
835,-5.090523551917016,8.874399,66.66666666666666,3,0.5553050000002049
836,87.07421326044607,12.049429,53.84615384615385,13,0.5540700000002055
837,405.7374520572025,12.220347,100.0,16,0.5525500000002062
838,61.53243537720103,5.3020434,85.71428571428571,7,0.5518850000002065
839,-42.5762211627153,-26.0,100.0,1,0.5517900000002065
840,179.3300451429084,20.371027,85.71428571428571,7,0.5511250000002068
841,61.234428477631845,12.607305,100.0,3,0.5508400000002069
842,108.8625052578484,8.285579,85.71428571428571,7,0.5501750000002072
843,84.4313895961337,6.8535666,100.0,5,0.5497000000002075
844,-11.062470495678816,-5.8557477,100.0,2,0.5495100000002076
845,691.1845956706823,16.87116,100.0,23,0.5473250000002086
846,144.29172302869608,17.573135,100.0,5,0.5468500000002088
847,-51.52648201548543,-9.724864,100.0,2,0.5466600000002089
848,-46.62477206935884,-26.0,100.0,1,0.5465650000002089
849,-71.14717304165328,-19.97,100.0,1,0.546470000000209
850,-35.81921763013992,-1.3046322,50.0,2,0.546280000000209
851,-46.33243170901326,-6.8939514,100.0,2,0.5460900000002091
852,165.56767383777822,16.325563,100.0,6,0.5455200000002094
853,113.7681244132606,12.074362,100.0,5,0.5450450000002096
854,-37.052347618455485,-23.5237,100.0,1,0.5449500000002097
855,-27.765147540963802,3.073987,100.0,2,0.5447600000002097
856,62.70872725614244,12.637951,100.0,4,0.5443800000002099
857,-46.73485246507096,-26.0,100.0,1,0.54428500000021
858,124.60413278350927,16.048122,100.0,5,0.5438100000002102
859,-32.13162271335179,-17.089754,100.0,1,0.5437150000002102
860,-70.80892278403392,-19.108856,100.0,1,0.5436200000002103
861,405.177847408877,18.75208,92.85714285714286,14,0.5422900000002109
862,-26.214338978730055,-15.026409,100.0,1,0.5421950000002109
863,-76.70023772625864,-26.0,100.0,1,0.542100000000211
864,-21.692201788862896,-1.8561211,100.0,3,0.5418150000002111
865,130.10956331619724,19.396643,80.0,5,0.5413400000002113
866,254.02155410524335,17.128971,90.0,10,0.5403900000002118
867,-134.48609386969292,-11.15445,66.66666666666666,3,0.5401050000002119
868,8.014913998769558,2.5670128,100.0,2,0.539915000000212
869,-55.36020637349483,-0.113751605,60.0,5,0.5394400000002122
870,28.92838757307559,13.444935,50.0,6,0.5388700000002125
871,-48.32375592912744,5.2760396,50.0,2,0.5386800000002125
872,-54.12294217917108,-11.002583,100.0,1,0.5385850000002126
873,231.4533740259164,17.145065,100.0,8,0.5378250000002129
874,103.92580235999611,14.621269,80.0,5,0.5373500000002132
875,132.4148196019879,14.840033,100.0,7,0.5366850000002135
876,106.70256277844925,13.142754,100.0,5,0.5362100000002137
877,562.2223714988475,17.087029,100.0,18,0.5345000000002145
878,28.708005680135805,7.345936,80.0,5,0.5340250000002147
879,480.4469326324498,22.539927,93.33333333333333,15,0.5326000000002153
880,-2.8351208416444678,5.819004,75.0,4,0.5322200000002155
881,-59.16565132141113,-19.443768,100.0,1,0.5321250000002156
882,408.996110328154,20.695417,92.3076923076923,13,0.5308900000002161
883,-31.546658928176665,-18.407932,100.0,1,0.5307950000002162
884,210.2548533939016,11.343788,100.0,9,0.5299400000002166
